number,value,state,params_colsample_bytree,params_learning_rate,params_max_depth,params_min_child_samples,params_min_child_weight,params_min_split_gain,params_n_estimators,params_num_leaves,params_reg_alpha,params_reg_lambda,params_subsample,params_subsample_freq,user_attrs_auc_gap_penalty,user_attrs_train_auc,user_attrs_validation_auc,user_attrs_validation_log_loss
248,0.5732505672895727,COMPLETE,0.8036690140135859,0.0542105467607895,9,807,0.0008090426487021953,0.7748946919385468,1341,45,1.5455229118873353,0.0005973387816100888,0.5381687758633003,3,0.00831249903234439,0.6231255614836391,0.5815630663219171,0.6815073982038827
249,0.5739941301759383,PRUNED,0.8175431733237118,0.04134104630703376,7,963,0.004522182820045374,0.5594545759252589,532,34,6.969160873199222e-05,0.000824669442089755,0.5590770209714656,4,,,,
250,0.5734958326289457,PRUNED,0.7556793815998675,0.055214434899257654,9,937,0.0006896837833258721,0.9785490742132363,1388,48,9.047927523797261,0.0045917245733674535,0.5551855133151512,3,,,,
251,0.571502654417186,PRUNED,0.9203890788557558,0.07502250723105232,9,779,0.17673052057902883,0.08363510840505536,894,50,0.015268633944157076,0.06387011078495315,0.616198454554816,3,,,,
252,0.5808766176411819,PRUNED,0.7877936407749339,0.054873041513213865,7,1000,0.008584856470990053,0.3951909381696398,1312,54,1.4757205022566406e-06,0.0002540804657000327,0.5700704535804068,4,,,,
253,0.5804618528062901,PRUNED,0.7853864789331345,0.06864521529479481,7,772,0.039664875871694545,0.8757511609691249,1343,55,3.192675829925639,0.0003668674388148373,0.5028728688663235,2,,,,
254,0.5714936769026001,COMPLETE,0.9056469356291772,0.03772808205419737,8,730,0.0004339468771541726,0.6509066833293229,1542,33,0.0035611409936143865,0.0001444705730648368,0.5620803762702283,5,0.008964878173421953,0.6252829459431318,0.5804585550760221,0.6815502724546092
255,0.5731406223141517,PRUNED,0.9361760086761312,0.06014198529395395,7,872,0.000860518227187946,0.8132244267575947,1675,38,0.9192091703188189,0.0011004007875240994,0.5209983440057805,2,,,,
256,0.5808452040682786,PRUNED,0.6128527469911126,0.07426987907274606,8,950,0.00016362690683444567,0.4842696114423155,1013,54,7.212236898121516e-06,0.002033902356376028,0.5157182351965471,4,,,,
257,0.573371898266993,PRUNED,0.8588440772322468,0.042507964598127196,8,928,0.00038327325372260884,0.7413383633281018,1628,52,0.07049120183027105,0.0011070745529682211,0.618169749715888,3,,,,
258,0.5730762400894418,PRUNED,0.9273395090735753,0.0644756453428878,9,984,0.0005672884896016359,0.06986710806267701,941,50,0.047963185166853675,0.3344845447680634,0.6260142466468837,1,,,,
259,0.5731496574189434,PRUNED,0.7726314075102365,0.06169764147343506,9,808,0.0028222216499414164,0.1412127005221303,1237,19,0.33776459164832834,0.008016364955534165,0.5158279108517037,7,,,,
260,0.570737795860615,PRUNED,0.45040190819470466,0.030624597725108848,4,763,0.00014780083999130044,0.4172743420949476,1529,35,0.0002579024366947949,0.03290597209936772,0.528740524945595,2,,,,
261,0.5729452026576847,PRUNED,0.695354423968544,0.06605931134847656,8,871,0.0002961035494930465,0.7589550670895651,1183,50,0.0032582942129946797,0.0010157514141495387,0.5197137642605927,4,,,,
262,0.5705862410345468,COMPLETE,0.8782358625191484,0.05878348214780745,8,696,0.011670280051233535,0.32069132270111755,833,46,0.5604935709213819,0.00392891900659025,0.5439196340758946,4,0.009429241994884508,0.6271616930038538,0.5800154830294313,0.681480038676696
263,0.5714193496145165,PRUNED,0.864101018650314,0.03311126312838221,9,963,0.01544785282715366,0.08733085171037647,1462,54,7.34113163671121e-05,0.00011943469954995631,0.6500141884809497,3,,,,
264,0.5723914757479888,PRUNED,0.7401257272422055,0.032470971550956594,7,963,0.0012359545887119922,0.26453815858748253,1431,38,8.263770363609574,0.0011301522026651723,0.6303874022519311,3,,,,
265,0.5793343710928597,PRUNED,0.8731403678723786,0.05430375136426633,9,956,0.02824160342037103,0.1517746100919441,1235,48,0.001651819094332427,0.002244352352556328,0.5169589733273292,3,,,,
266,0.571578486790421,PRUNED,0.7829927219026689,0.03884603765040807,6,926,0.00944531281965863,0.37699468709172085,872,50,0.0015824316084927903,0.0012129410303939234,0.6340382021699028,3,,,,
267,0.5719381193048588,COMPLETE,0.8041159071437186,0.0705214997261094,8,793,0.00015078911467103395,0.5341263447709416,1196,56,0.001737221852585247,0.0007818563762019135,0.5502968159100416,3,0.008275436194098517,0.62159073646945,0.5802135554989574,0.6817356123481512
268,0.5721360209455323,PRUNED,0.9463998338922086,0.05821049653145707,8,788,0.00010749865488912326,0.761253385882378,732,37,0.038924867655430816,0.00037099723836193037,0.5912756001888879,3,,,,
269,0.5721934804848678,COMPLETE,0.9034919863897505,0.07296985698056008,9,876,0.00020698749966539297,0.6084415362799882,1759,39,1.054048041825429,0.00011708090234323569,0.5360752415347688,3,0.008120625458011977,0.6209172332329397,0.5803141059428798,0.6817389024543616
270,0.572326582102253,PRUNED,0.9450075895849638,0.0646995020921691,9,573,0.001005016410393838,0.4379629697486964,2108,45,0.3940554206114134,0.0003800782142142364,0.5430194433915289,2,,,,
271,0.5807262984112116,PRUNED,0.6156335252035121,0.07766856787555851,8,968,0.01163597791235545,0.4095312337271715,1351,57,3.7777058246378132,0.00017253347164126535,0.5208846565710292,4,,,,
272,0.573061067932339,PRUNED,0.8295593794265249,0.04385293800390686,9,982,0.0006909951833967341,0.6811272438269187,1589,59,0.00579865665703687,0.00020116212091089085,0.5225351472280102,4,,,,
273,0.5718964770194382,PRUNED,0.6296422973679388,0.054803543898493394,7,780,0.00012105644093167954,0.36055184823557074,754,41,0.0003530533038566082,0.04419168469435646,0.6405457996972438,4,,,,
274,0.5812220605843621,PRUNED,0.7748607098662837,0.07028297853976054,8,734,0.00637546089580267,0.8385012610776714,1586,35,0.04221902992968477,0.00029462212668918987,0.5106177911249882,3,,,,
275,0.5805021902218235,PRUNED,0.8181644074402222,0.07899548234118024,9,953,0.0005781346176508618,0.8627525712754166,1810,39,0.2063667890112972,0.0036277143574458335,0.5224074426120688,5,,,,
276,0.5802542645331896,PRUNED,0.8829718172859492,0.07889122840387078,9,951,0.00023718157092475026,0.6530905940010132,1116,36,0.014177084766132591,0.00010966852195538024,0.5322457489527538,3,,,,
277,0.5727795022452804,PRUNED,0.9080180022885791,0.05800045575024865,9,822,0.0003959511008886649,0.6843470891943285,1633,38,0.10439039204014501,0.0003250153662774979,0.6610998761896846,4,,,,
278,0.5715789129746094,PRUNED,0.8436804993305256,0.06257903256643729,9,841,0.0005637054655677913,0.6535537939066899,1899,42,0.2658663520366726,0.0004871337026570798,0.6028504572245318,2,,,,
279,0.5666456605215642,PRUNED,0.7042052392074075,0.006073520268466941,5,140,0.0004994631882806403,0.7101027692815115,1716,61,9.434605924509812,0.07946331766454097,0.8589302858786453,6,,,,
280,0.5701450080641391,COMPLETE,0.8879413573760382,0.05108010593414849,9,687,1.0079336769030787,0.0066688064091711685,1659,63,0.01165674667442633,0.016083995801457977,0.5275646583552176,3,0.009470148561723525,0.6269658994344803,0.5796151566258627,0.6815422873106832
281,0.5679260030600025,PRUNED,0.3613720649504972,0.05642451805216417,8,384,8.029517463076148,0.5025989674036744,1245,31,0.05744538462164456,0.0018733853686883478,0.8484529641446983,7,,,,
282,0.574077437499552,PRUNED,0.5828036876505378,0.059561510329950246,4,560,0.07735606018095535,0.20606465065869556,2261,43,1.97582448147268e-06,0.00014996514919283748,0.5814267781215897,1,,,,
283,0.5810699881503996,PRUNED,0.9092816813635967,0.0337793201266056,8,780,0.00010546861989646257,0.6105932595942163,1931,39,6.769260422264306,0.0004070026403937974,0.5353618224500897,4,,,,
284,0.5805498114966047,PRUNED,0.9188684996959658,0.04846366900100653,7,857,0.09473331767271671,0.011436599898376214,786,49,1.6987288513748545e-05,0.025701894391001873,0.513600185737449,3,,,,
285,0.5719850534654625,COMPLETE,0.8029080613431323,0.07122283749874919,8,873,0.0003860312405750959,0.006743468501904604,1182,55,1.8680386513575558e-05,0.0005579074902966922,0.5283029728931494,3,0.008489291120205222,0.6229208001866938,0.5804743445856677,0.6817193836235047
286,0.5735789953702191,PRUNED,0.8026714023430487,0.0759012786150669,7,831,0.23046981898805627,0.2475034965202984,2611,52,7.611078052918981e-07,0.00046950544302937225,0.52934590850809,1,,,,
287,0.5730832295101297,PRUNED,0.862055460016754,0.06987443718890979,9,980,0.00016222063981101312,0.418331607863745,950,59,4.604491937514616e-06,0.00033171706030201,0.6352687871204159,2,,,,
288,0.5715872518096385,COMPLETE,0.8892478171073738,0.06537549341171758,9,865,0.010880215056629188,0.6472998552354978,1471,27,0.004227255517858158,0.028143570894126273,0.5102785949683868,2,0.008591131767375115,0.6231340424138893,0.5801783835770137,0.6819673596739765
289,0.5699744147425634,PRUNED,0.7010788027667971,0.06615504627744723,9,867,0.00011448091642236463,0.6706332380271528,1735,57,4.1045772655327656e-05,0.0007021723446640594,0.6258640473751439,3,,,,
290,0.5701856600385555,PRUNED,0.5623740014218835,0.009709254715632954,7,141,0.2404709138409485,0.24598592752574555,1855,44,0.0018305160192890113,0.02141012402612473,0.5344196578160997,1,,,,
291,0.5712513387211524,COMPLETE,0.758650903132663,0.05877783772055131,7,676,0.007958373640004728,0.3173398958171292,607,49,0.006494744757139067,3.1794536195446175,0.5347640124123786,5,0.009075148423123559,0.6257022292598937,0.5803264871442759,0.6815267894211757
292,0.5722990790159691,PRUNED,0.8644610843408811,0.04932890487139731,6,741,0.002559286080008013,0.253852940716183,1711,48,0.0010481133448310555,0.00017134672401569284,0.7145785618637945,5,,,,
293,0.5713033759888777,COMPLETE,0.9012076837997487,0.07900475311551822,9,851,0.0004884577722433434,0.5033563023015728,2537,21,0.6324805980080841,0.00027023573672046774,0.5145041909154634,3,0.00860309468219378,0.6229219440820404,0.5799064706710715,0.6816193407235696
294,0.5803313471830822,PRUNED,0.9083098954469172,0.055418621362519065,7,983,0.0007163192227599321,0.26793354842582434,1336,48,0.0002513491933444714,0.8537799320840548,0.5155619755154405,6,,,,
295,0.5803627264467096,PRUNED,0.9101496905524411,0.06740323572198106,9,959,0.00024005633484309216,0.5094828272112475,1578,26,0.23490646794239256,0.0016694888955811552,0.5211624142063722,7,,,,
296,0.580280555731219,PRUNED,0.7957889123133549,0.07480711460238958,8,966,0.005527847720277158,0.3595577228081557,989,49,0.0001376687146203609,0.00018623671996006964,0.54517456973384,5,,,,
297,0.5727142676521939,PRUNED,0.8879694863908381,0.07558760168507622,9,726,0.006662285836210264,0.8248569551279362,1196,52,0.7377398054628839,0.0060346339606123876,0.5217436569373999,4,,,,
298,0.572547317099504,PRUNED,0.928339687310066,0.03365419727550962,9,745,0.2420601572633048,0.08497295750608386,625,27,4.764292896498672e-07,20.090087450182004,0.5511982993015667,6,,,,
299,0.5731980075991262,PRUNED,0.8491566562717897,0.07178591581796666,4,981,0.03319304518438,0.2074055779125067,1149,25,1.8030637037806927e-05,0.0002776485329996387,0.5099073769607796,4,,,,
300,0.5733096185509453,PRUNED,0.8420938478442072,0.06661686339167827,7,946,0.08199548192745697,0.23562859769998518,777,61,0.012247779095415886,0.00997216290110739,0.5715582646435142,1,,,,
301,0.5737715453864851,PRUNED,0.7780042592274308,0.034072360399616856,9,820,0.0009249465049682852,0.8407054189496586,1146,40,0.29786680465045545,0.00024621769710026235,0.5232936171404947,3,,,,
302,0.5717121097395873,PRUNED,0.7902896625705954,0.03966656416600064,9,765,0.0006896853738162745,0.4443073749977243,408,54,0.0001636164365407603,0.3101537068841963,0.6050276851114997,2,,,,
303,0.5725098981277729,PRUNED,0.6199024281056943,0.03042842065549468,5,516,0.6923994507583997,0.18699398242598309,934,38,0.0003682740665605957,45.08886386890509,0.5051904101166577,4,,,,
304,0.5737928830081785,PRUNED,0.9236084443295868,0.06259310782036122,9,822,0.681205287782414,0.2901899935826808,1397,59,0.00836830139747061,0.049956505825072196,0.5321507444324228,2,,,,
305,0.5681904929672507,PRUNED,0.5089475672483135,0.05943660407864868,6,123,0.0011068226468132032,0.05611020781013559,2804,9,6.121427932624608e-07,0.15909504535125685,0.8202537925679722,7,,,,
306,0.5717079791981005,COMPLETE,0.7793954340831409,0.07008367223111339,6,877,0.0013296388073366864,0.222852635273379,1268,37,2.4995303106610038e-06,0.0011519427898724036,0.5790187652276955,4,0.008621440054371243,0.6234366195243279,0.5803294192524717,0.6816684577574472
307,0.5730201826625431,PRUNED,0.7197003633482391,0.061391353552898396,5,874,0.00026268135926442763,0.35752735637960825,775,28,0.0018344132598144378,0.0009981622295725258,0.5516756840206751,2,,,,
308,0.5716298277789695,PRUNED,0.772764354313162,0.05518266987974724,9,946,0.00015412526614951008,0.33362710418555197,1340,29,0.010631767227491328,0.27842237159387845,0.570498783264179,7,,,,
309,0.58012973901675,PRUNED,0.8199326878416552,0.0708454553683242,5,974,0.03943068085721073,0.047723696049481026,1015,44,3.6907116799395437e-07,8.6567511056161,0.5236005598368154,5,,,,
310,0.5734275183287686,PRUNED,0.7725714257357362,0.028843195526530988,9,999,0.0009097644455054941,0.39859015440821016,805,49,6.237581732797369e-05,0.012767011438890806,0.5628634110193107,5,,,,
311,0.5734498615611695,PRUNED,0.4577505802011762,0.06441108247900762,8,847,0.00010509878442701784,0.6154724321996159,839,37,0.007565745232194694,0.007894270516751043,0.5301989803392082,3,,,,
312,0.573402668765387,PRUNED,0.5338459941239297,0.037298107924121825,6,738,0.00042906197699496383,0.3183328847189176,993,18,0.009173665817099592,0.07230616830741528,0.5263486325235505,3,,,,
313,0.5799324538191659,PRUNED,0.7700985532235146,0.06524621563688063,8,974,0.00012195321170847367,0.2780496927451411,884,35,0.03480626672390552,0.0034980669486907277,0.5417910177282832,5,,,,
314,0.580555043661161,PRUNED,0.7086545901608469,0.061336963161728986,8,873,0.0007396291359112771,0.373557227220139,693,41,0.0004261272716506896,0.13730043187366672,0.513188813094294,3,,,,
315,0.5728939753182531,PRUNED,0.8266050455807274,0.03277171137135428,9,993,0.002078913130364813,0.3196896633344111,975,63,0.00020764253345350475,0.054506527640334035,0.5307343044414212,2,,,,
316,0.5717526540620325,PRUNED,0.857831123870068,0.07713229130543832,6,983,0.014878868610990581,0.5273110637554282,956,42,0.005296399265725725,0.0003265743185703808,0.7438014530566135,3,,,,
317,0.572872808170235,PRUNED,0.9258845125410442,0.055276601014981386,7,802,0.0018421235880944692,0.09069993421905312,1352,33,0.578258610598463,0.0002733464880332959,0.5009611504313704,4,,,,
318,0.5807601067715641,PRUNED,0.8910650596813326,0.06033280670399391,9,779,0.00040849409645038064,0.46193285540245016,1524,59,0.0017405960895237932,0.0251229668403394,0.5029369619363977,6,,,,
319,0.5722445505377955,COMPLETE,0.8523138974810281,0.07566090497233718,9,936,0.0018083926127048624,0.005662972009661926,635,61,0.0003396463129350687,0.3302528123915539,0.5605193131655317,3,0.008162243197558384,0.6212180097231459,0.580406793735354,0.6816669112246784
320,0.5722996472615536,PRUNED,0.9416886024053872,0.0760416088667134,9,736,0.0006767061867496911,0.059729084407158,547,59,0.002335844881261817,11.217275589114529,0.6530129162714743,3,,,,
321,0.5711343460416722,PRUNED,0.9284452580667321,0.0060851059225583305,3,57,0.0010254355122646082,0.10264506434125659,1102,26,0.00024022471897529782,2.1759417389947426,0.7710338484665409,5,,,,
322,0.5730680857653061,PRUNED,0.7794975660824901,0.060182207898669,8,919,0.00013287026355616723,0.03361272334118809,503,51,0.000119485835555258,0.07998428190682476,0.611948829293383,2,,,,
323,0.5731446767329527,COMPLETE,0.9148424980472484,0.0575466488964455,8,803,0.0037531899724635785,0.10254398642331432,1244,62,0.00014799632020148312,1.3893592917890292,0.509350455871146,3,0.00779066428334958,0.6198886624330502,0.5809353410163023,0.6814975799435286
324,0.5729713703668451,PRUNED,0.7586152519898015,0.062072936428666015,7,664,0.007881903556715496,0.164688149398897,2225,56,0.008515429309760006,0.05640971799620936,0.5666229427315829,2,,,,
325,0.5739183800454881,PRUNED,0.8109849996090942,0.05591730497948569,8,722,0.10123341651042528,0.014989762525370903,1817,38,0.00010499708424870567,0.0005413066294703411,0.6414999863905454,4,,,,
326,0.5738124022440018,PRUNED,0.9211987339252212,0.04771030931924785,9,676,0.00012462412273059087,0.7935999805324058,1239,35,0.009627094011957514,0.015250565590536504,0.5003474491590678,4,,,,
327,0.570701361497353,COMPLETE,0.9108358759283538,0.07032650298527622,8,659,0.006393793333184696,0.19077117008557426,1712,59,0.00021508572529119722,3.0498443936687734,0.5288738377193483,4,0.009475783424464958,0.6275560620441427,0.5801771449218179,0.6813276927569719
328,0.5704273917101493,PRUNED,0.8485209754030784,0.07806957334184153,8,773,0.012191481309416437,0.3047397663869448,598,62,1.644853270296039e-05,1.4290217204234321,0.6022769401786899,3,,,,
329,0.57270349939837,PRUNED,0.7642067971009849,0.04353070475054833,8,635,0.0002816598627238425,0.7748909130212993,1382,61,0.008832427654492088,0.0003587486840196708,0.5473569835833962,3,,,,
330,0.5713018364276673,PRUNED,0.5973689828719948,0.05702029637905526,5,996,2.4136866899732787,0.2542492119156141,1401,48,1.4069682155254074e-08,0.00013261737030977765,0.5626934332356816,2,,,,
331,0.5712184179758808,PRUNED,0.938441239013783,0.052746941310184224,9,838,0.018192464990670242,0.25066228806605934,1589,57,0.00027763186877246095,0.035558047256603324,0.6406409544320297,4,,,,
332,0.5716359271710356,COMPLETE,0.7936568698407603,0.06681406143250743,9,876,0.0021426252371771564,0.12282975860975655,801,55,0.01796835607132818,0.20785790024155712,0.5357744002351384,2,0.008662295627356587,0.6236097009351751,0.5802982227983922,0.6818016594884566
333,0.5715752477905901,PRUNED,0.7689273415351972,0.020498715046157048,7,615,0.060733309351743606,0.0004809331251372645,508,38,1.763760981593897e-08,0.3502127819921494,0.5232119634843755,5,,,,
334,0.5743138922597052,PRUNED,0.7576677446040195,0.05693433252966976,7,957,0.00044931748519319895,0.04220593825673096,1109,59,0.0009228720878850528,0.8755982164717961,0.5826014490032625,4,,,,
335,0.5724452317802708,PRUNED,0.8333657355223849,0.07372730474584917,9,835,0.0002561422050006666,0.5007896928806185,2044,46,0.9166690357368981,0.0004566222101969047,0.5683318271557775,4,,,,
336,0.5724554602007895,PRUNED,0.9103621268363978,0.03819491167159539,9,791,0.04287449291713026,0.03138379610534593,677,61,0.002319055619576426,0.7274351720731896,0.6114057746921494,2,,,,
337,0.5739425304828241,PRUNED,0.8368833123513093,0.07672722675018752,9,778,0.09341839387035163,0.20621794926077058,1288,53,0.01570026216886215,0.48328243099734725,0.5046793512782138,5,,,,
338,0.5738489397841847,COMPLETE,0.6059543490286708,0.062304809066676174,9,987,0.0013007619042281074,0.008223765928239306,400,59,0.00044035891848394397,0.0349150345893235,0.5058351721548416,3,0.007604482813009139,0.6194758366622396,0.5814534225971939,0.6814853011738987
339,0.5728276894708355,PRUNED,0.8128623718112159,0.058451804112944906,6,726,0.03452256286657401,0.11841582348317096,652,57,1.0777411089284875e-05,13.148163829342327,0.5353794217354932,5,,,,
340,0.5810188124346477,PRUNED,0.8543228463838254,0.07132379585253884,9,811,0.0009150955273547551,0.6966474670033732,1748,41,7.012485011922138,0.00025632172380705287,0.5517966215519347,3,,,,
341,0.5735255518730085,PRUNED,0.9047796274726518,0.07677898190931061,9,870,0.00013877486229005366,0.46971996377290054,1229,59,1.3099980821565842,0.00016253976177225772,0.5391549252508437,2,,,,
342,0.5807572179305436,PRUNED,0.6571836163215121,0.05284743864584825,7,973,0.0010552142903047124,0.010959977023842266,1182,61,0.0003212280633457443,0.012788979257473068,0.502018137136004,3,,,,
343,0.5705526046246666,PRUNED,0.9381962082310996,0.0367504637413454,7,395,1.9986956647677667,0.5171281428896154,2421,11,6.079603407269095e-05,0.001241024394741424,0.6667411639318523,6,,,,
344,0.5811889315476699,PRUNED,0.9499557350938173,0.037758145214022494,9,883,0.0001064213279905483,0.8323251550209338,1861,38,0.03261138582064596,0.0004752185797857471,0.5182097014992757,3,,,,
345,0.5728136445533525,COMPLETE,0.7728069210089692,0.06332698616826439,9,951,0.00013042340701720443,0.007882588734470787,610,60,8.828272404041548e-05,0.02192322039821803,0.5622994114644728,4,0.008617292305350799,0.6245173983854573,0.5814309368587033,0.6813792148782583
346,0.5725475159854586,PRUNED,0.8357511371478341,0.07073004208180345,9,926,0.004609053063025293,0.7781298759608378,1631,54,0.1588742676651448,0.0047687316006569044,0.5891946539885918,2,,,,
347,0.5810006319494125,PRUNED,0.819467924786545,0.04901714040492735,9,969,0.0001763124329657665,0.33984963590285844,668,57,5.22404097971611e-05,0.019818031997925128,0.5440391286216709,4,,,,
348,0.5728849402134615,PRUNED,0.5623686067921756,0.05176191818623259,9,909,0.00013917682305553456,0.29989554691062686,1453,43,0.003449857060704534,0.0003734236596167919,0.5179614225164545,4,,,,
349,0.5713070358747644,PRUNED,0.7988076197951549,0.06327889502292289,8,648,0.0026727169346055716,0.15524937478375989,898,53,4.583286632939695e-05,1.6548407646228471,0.5140393865011947,2,,,,
350,0.5740949907731124,PRUNED,0.5692716965099082,0.05347464323455122,9,921,0.00022139803417489198,0.008071955608422644,473,62,6.064817887904713e-05,0.028053583635644266,0.5355008813005454,4,,,,
351,0.5701658566799399,PRUNED,0.41530323076453457,0.0652626356797642,5,781,0.00018529640250331998,0.1629966757973383,1358,39,0.003597100915766014,0.00018216491471914528,0.5018593443313722,3,,,,
352,0.581336090893341,PRUNED,0.9091538605311533,0.0399547991986761,9,901,0.0008841253325279936,0.07370211670013757,576,56,0.00013918213684014155,0.055710633975807736,0.5226203903482047,4,,,,
353,0.5695056405477319,PRUNED,0.6488851496959174,0.06447485104649203,9,916,0.00032013042156875626,0.05294340377557625,914,62,0.002452471770978666,0.0026773991530553163,0.7011756222182259,4,,,,
354,0.5738406724618246,PRUNED,0.6951270380656771,0.0583542521604299,8,902,0.0014035085092126145,0.13955579150667666,531,52,0.16534025855760667,0.00956092514448498,0.5420164838664859,3,,,,
355,0.5734166476067628,PRUNED,0.8086494531366071,0.07055430405660192,8,798,0.00042200323853030885,0.3075460100989493,509,56,0.0030171276279274883,0.08579825304740761,0.6036662698106154,4,,,,
356,0.5727566374633244,COMPLETE,0.5361210656032739,0.06946763643512878,7,846,0.013583427860976046,0.2913696227510059,479,54,4.077501652593453e-05,0.05536551048915693,0.5032071917033388,3,0.0082142954940698,0.6220424104277432,0.5809709329573942,0.6817029485130606
357,0.5736513898576686,PRUNED,0.4397758041890388,0.07865520865806684,9,909,0.0999796057094412,0.24828205167463607,642,55,9.404348713980577e-05,0.5876693059176424,0.6000418958373561,1,,,,
358,0.5737257447923845,PRUNED,0.8074625500326142,0.0627540297005615,9,990,0.00025010585198787996,0.10391797540160001,888,52,1.6322592990639852e-06,0.02850450924300706,0.5953604768431953,4,,,,
359,0.5698689490253992,COMPLETE,0.5735866266104577,0.05290294792747005,7,713,0.01772886145324614,0.5308132688594225,472,58,5.151471633668004e-08,0.44742004664299606,0.5522458564796867,3,0.009884829971151188,0.6291779288523063,0.5797537789965503,0.681717396509591
360,0.5716529553742536,PRUNED,0.5242113440360681,0.04206770259358324,7,972,0.004271969128985885,0.0967619026222592,427,53,4.041020932833172e-05,0.07060210004724617,0.5305309982802705,2,,,,
361,0.5716232929547492,PRUNED,0.568996778383827,0.06548116988929933,9,798,0.0004979771808097071,0.12976347436257374,714,63,0.021331386421442278,0.03418952479152653,0.5566091755983901,1,,,,
362,0.5811650419989451,PRUNED,0.43252109148612894,0.043329166716945464,8,779,0.004769422290053349,0.3148080712353114,423,59,0.00903947638073719,0.4906140365276164,0.5252616787398894,5,,,,
363,0.5715167184953994,PRUNED,0.7847382724089277,0.07008928927849839,8,722,0.003043477096336578,0.34151917995502645,2463,14,0.10627009372515742,2.931279129412891,0.8917972655001475,5,,,,
364,0.5731144968645177,PRUNED,0.8730583478060518,0.05495390193904712,8,897,0.0008614709453591039,0.13387077341490822,1667,56,2.358837477045428e-06,2.6472194404035903,0.5032356827840029,1,,,,
365,0.5718642574948041,PRUNED,0.8999832627203934,0.021904786347516227,7,565,0.00016983772122652625,0.025343128525989196,1091,61,0.0004688511598916755,0.15939924829019156,0.5048032674290142,3,,,,
366,0.5735049245582956,PRUNED,0.5547091803047602,0.05605044939838923,8,859,0.1048151645793918,0.2559000128174196,654,61,1.292849960492084e-06,0.007457059759646082,0.5270269649032304,4,,,,
367,0.5730216032765041,PRUNED,0.5973764612723184,0.07780127034362012,6,979,0.0020344028707131004,0.3452634005077431,1194,51,0.0003453893508396318,0.07679980082955451,0.6023411362348821,2,,,,
368,0.5703600546084007,PRUNED,0.6547639318262392,0.07480898044644771,7,518,0.041058023492170206,0.07069049045533377,913,46,2.1365180110058834e-07,5.531831040347535,0.6443675422198653,5,,,,
369,0.5721766301772951,COMPLETE,0.5435069485358863,0.07380199544995196,8,859,0.002888000755218711,0.27682592775437986,734,60,0.00030676691082680394,0.003540009628543565,0.5059445803480521,3,0.0090064820073956,0.6262155222216688,0.5811831121846908,0.6815538777844545
370,0.5695568394748842,PRUNED,0.43071931615199716,0.014737210559582815,3,483,0.008506734432930645,0.228980931930449,596,31,5.650084846853114,0.6948933535361342,0.919804688963306,1,,,,
371,0.5730942534744666,PRUNED,0.36351067374288165,0.06926093562925424,7,970,0.019159659281475606,0.39840553821759506,424,52,0.00017844052208360468,0.08927689481350685,0.5143903485240897,3,,,,
372,0.5726305934898945,PRUNED,0.9415730308427865,0.07343019322580642,7,832,0.001641609941654248,0.18610322789178294,942,62,1.9006036448463975e-05,0.6153043277006952,0.5106513714050004,3,,,,
373,0.5730489358891125,PRUNED,0.4825075581963415,0.06820594330799647,9,889,0.004282620356902437,0.12677090116401152,1024,48,2.3322846769454428e-07,3.0121660331961726,0.5413080148061377,4,,,,
374,0.5733892581695957,PRUNED,0.8145495195934822,0.05688731386194624,8,657,0.00012601589519647502,0.0011040392548958841,825,56,3.5505174200358524e-05,0.07850137199985761,0.5030875200040946,5,,,,
375,0.5725798775714888,PRUNED,0.9298864745698087,0.060960970384160894,6,933,0.02389407580894883,0.19684501322903167,2047,39,4.861506042223262e-07,0.0003659489086313249,0.5724153191957175,4,,,,
376,0.572722592450005,PRUNED,0.6821916573696145,0.07445805534135394,9,676,0.00284971151155383,0.8159265847527616,2181,43,2.025940632938907,0.03485963694752472,0.5774101687484295,3,,,,
377,0.5703619014065499,PRUNED,0.5358011196024994,0.024128198811364587,3,166,5.081918479660562,0.7331680289446674,2798,50,0.0002309090245461142,0.0009414600190155657,0.6398545105574182,7,,,,
378,0.5713524955215145,PRUNED,0.7350230207032418,0.02494858664184673,9,930,0.00016783015341323844,0.45109794023745375,1740,56,0.035013845770300214,0.00024886884500635175,0.5365444213277615,2,,,,
379,0.5719632174633232,PRUNED,0.8606455324676967,0.04294288157574175,6,871,0.003448373899352514,0.1146385423964581,1458,40,0.0025448886593926055,0.00010725659317242403,0.6388836620793482,3,,,,
380,0.5707074799586885,PRUNED,0.5748614118058414,0.04971000030090698,8,813,4.052628865474977,0.5047410293337867,1536,8,0.0011574379391576948,0.0001058275301550113,0.7218540569894742,5,,,,
381,0.5803173661532024,PRUNED,0.5306674312552367,0.07904451618417156,7,828,0.047281862557463056,0.11263700238644198,767,48,0.00023893417785924548,0.012516705828896408,0.5376755798288425,5,,,,
382,0.5711017003328498,PRUNED,0.7323425363624148,0.07251998224750254,7,915,0.08813141995431248,0.048539226810107194,1648,50,9.993120374172633e-07,0.00039127005941497,0.6691669253328111,2,,,,
383,0.5734564728317472,PRUNED,0.5702024237626232,0.040300439842988915,6,998,0.0002717940775128193,0.5165094805403376,1016,42,0.07404077421177423,0.0008375193549935944,0.5040121376463578,3,,,,
384,0.5681838160816343,PRUNED,0.7780163210837573,0.015663649591544204,8,133,0.0016695609605602841,0.7056289117152539,1099,52,2.5350100040572854e-06,27.907352852666104,0.8179660111942691,7,,,,
